company_id,company_name,affiliation_id,active
DCSYNPCOM001162,Elegance Skin And Cosmetic Clinic,,Y
DCSYNPCOM001347,Elite Esthetics and Dental Clinic,,Y
DCSYNPCOM000806,Elite Heart Clinic & Pathology Lab,,Y
DCSYNPCOM001152,Elite Skin & Hair Clinic,,Y
DCSYNPCOM000392,Elite Women and Child Care Hospital,,Y
DCSYNPCOM000574,Emergency Vijaya Hospitals,,Y
DCSYNPCOM001797,Encore Speciality Clinics,,Y
DCSYNPCOM000150,Encore Specialty Clinics,,Y
DCSYNPCOM000437,Epitome Kidney Urology And Lions Hospital,,Y
DCSYNPCOM001127,EPTA Clinic,,Y
DCSYNPCOM000399,Era Clinic,,Y
DCSYNPCOM000271,Essence Skin Clinic,,Y
DCSYNPCOM000848,Eternal Heart Care Center (EHCC),,Y
DCSYNPCOM000157,Even Hospitals,,Y
DCSYNPCOM000770,Evening Clinic Cardiology - NKPC,,Y
DCSYNPCOM001277,Ezhil Child Health & Skin Care Clinic,,Y
DCSYNPCOM000569,Family Clinic,,Y
DCSYNPCOM001471,Family Dental Clinic,,Y
DCSYNPCOM000689,Family Trust Clinic,,Y
DCSYNPCOM000539,Femcare Clinic,,Y
DCSYNPCOM000174,Fortis Escorts Heart Institute,,Y
DCSYNPCOM000853,Fortis Escorts Hospital,,Y
DCSYNPCOM000161,Fortis La Femme,,Y
DCSYNPCOM000234,Frontier Lifeline Hospital,,Y
DCSYNPCOM001490,Gajanan Clinic,,Y
DCSYNPCOM001338,Gajanana Smile Care Dental Clinic,,Y
DCSYNPCOM000957,Ganwani Heart Care Clinic,,Y
DCSYNPCOM000386,Garg Multispeciality Hospital,,Y
DCSYNPCOM000666,Gastrone : Nagpur Gastro Liver And Endoscopy Cente,,Y
DCSYNPCOM001905,Genesis Brain And Spine Clinic,,Y
DCSYNPCOM001628,Genus Dental Implant And Orthodontic Center,,Y
DCSYNPCOM000116,Germanten Hospitals,,Y
DCSYNPCOM000537,Girdhar Hospital And Research Centre,,Y
DCSYNPCOM001969,"Gk'S Skin, Hair & Cosmetic Clinic",,Y
DCSYNPCOM000213,Gleneagles Hospitals,,Y
DCSYNPCOM000406,Globar Clinic,,Y
DCSYNPCOM000112,Gokul Heart and Cholesterol Clinic,,Y
DCSYNPCOM001580,Gold Medal Pre Clinic,,Y
DCSYNPCOM001694,Goodness Dental Clinic And Implant Centre,,Y
DCSYNPCOM001641,Gottipati Dental Hospital,,Y
DCSYNPCOM000146,Greenview Medical Center,,Y
DCSYNPCOM001299,Gurukripa Sonography and Skin Clinic,,Y
DCSYNPCOM001107,HairMate Clinic,,Y
DCSYNPCOM001504,Happy 32 Dental Clinic & Implant Center,,Y
DCSYNPCOM000572,Happy Minds Psychiatric Clinic,,Y
DCSYNPCOM001388,Harsini's Dental Clinic,,Y
DCSYNPCOM001307,He also gives training to novice doctors by servin,,Y
DCSYNPCOM000563,Heal And Cure Medical Centre,,Y
DCSYNPCOM001917,Health Care Clinic,,Y
DCSYNPCOM000543,Health Line Clinic,,Y
DCSYNPCOM000309,Health Valley Hospital,,Y
DCSYNPCOM000658,HealX Clinic,,Y
DCSYNPCOM000855,Heart & Vascular Clinic,,Y
DCSYNPCOM001941,Heart and Gynae Clinic,,Y
DCSYNPCOM001940,Heart And Gynae Clinic,,Y
DCSYNPCOM000225,Heart And Internal Medicine Clinic,,Y
DCSYNPCOM000719,HeartClinic,,Y
DCSYNPCOM000931,Heartlands Clinic,,Y
DCSYNPCOM000893,Heartwise Clinic,,Y
DCSYNPCOM001609,Hemang Dental Orthodontic & Implant Clinic,,Y
DCSYNPCOM001269,Hexa Anti-Aging & Preventive Clinic,,Y
DCSYNPCOM001316,Hi-Tech Skin Cosmetology Clinic and Hair Transplan,,Y
DCSYNPCOM000881,Himanshu Clinic,,Y
DCSYNPCOM001488,Holistic Ent And Dental Superspeciality Clinic,,Y
DCSYNPCOM000322,Hosmat Hospital,,Y
DCSYNPCOM001793,HOSMAT Hospital,,Y
DCSYNPCOM001785,Hosmat Hospital Pvt Ltd,,Y
DCSYNPCOM000896,Hospital Care & Company,,Y
DCSYNPCOM000985,Hradyam Heart Clinic,,Y
DCSYNPCOM000941,Hrudayam Heart And Woman Care Clinic,,Y
DCSYNPCOM000948,HrudVed Clinic,,Y
DCSYNPCOM001817,Hycare Hospitals,,Y
DCSYNPCOM000111,Idea Clinics,,Y
DCSYNPCOM000394,Indigo Hospital,,Y
DCSYNPCOM001479,Indira Clinic,,Y
DCSYNPCOM001746,Indore Poly Dental Clinic,,Y
DCSYNPCOM001211,Indra Skin Clinic,,Y
DCSYNPCOM000891,Infinity Medical Clinic,,Y
DCSYNPCOM001407,Ira Clinic,,Y
DCSYNPCOM001540,Ivories Laser Dental Clinic & Dental Implant Cente,,Y
DCSYNPCOM000484,Jeevan Jyoti Superspeciality Hospital,,Y
DCSYNPCOM000542,Jeevan Rekha Hospital,,Y
DCSYNPCOM000432,Jeewan hospital gate no 2,,Y
DCSYNPCOM000410,Jeewan Hospital Gate No. 1,,Y
DCSYNPCOM000417,Jeewan Mala Hospital,,Y
DCSYNPCOM000671,Jeswani Clinic,,Y
DCSYNPCOM001100,Jivisha Clinic,,Y
DCSYNPCOM000988,JJ Wellness Clinic,,Y
DCSYNPCOM000954,JL Urology and Cardiology Clinic,,Y
DCSYNPCOM001593,Joshi Dental Clinic and Oral Pathology Center,,Y
DCSYNPCOM000492,Joshi Polyclinic Heart Care & Shruti Pathology Lab,,Y
DCSYNPCOM000546,Jwala Hospital,,Y
DCSYNPCOM001033,K K Hospital,,Y
DCSYNPCOM000305,K K Reddy Hospital,,Y
DCSYNPCOM001059,Kaizen Skin Clinic,,Y
DCSYNPCOM001473,Kalra Dental Clinic,,Y
DCSYNPCOM000726,Kalra Hospitals,,Y
DCSYNPCOM001610,Kalyani Dental & Orthodontic Clinic,,Y
DCSYNPCOM000907,Kamineni Hospital,,Y
DCSYNPCOM000048,Kannapa Memorial Hospital,,Y
DCSYNPCOM000857,Kansal Heart Command Best Healthcare Clinic,,Y
DCSYNPCOM000422,Kapoor Medical Centre,,Y
DCSYNPCOM000935,Karpagam Hospital,,Y
DCSYNPCOM000599,Karuna Clinic,,Y
DCSYNPCOM000133,Kauvery Hospital,,Y
DCSYNPCOM000138,Kauvery Hospitals,,Y
DCSYNPCOM001394,KB DENTAL CLINIC ORTHODONTIC AND IMPLANT CENTER,,Y
DCSYNPCOM000840,KD Hospital,,Y
DCSYNPCOM000860,Khetan Heart & Super Speciality Hospital,,Y
DCSYNPCOM001531,Kids Dentistry Clinic,,Y
DCSYNPCOM001147,Kimaya Skin Clinic,,Y
DCSYNPCOM000028,KIMS-chittor Multispeciality Hospital,,Y
DCSYNPCOM000027,KIMS-Kurnool Multispeciality Hospital,,Y
DCSYNPCOM000015,KIMS-Ushalakshmi Centre for Breast Diseases,H019,Y
DCSYNPCOM000023,KIMS-Ushalakshmi Vijayawada,H019,Y
DCSYNPCOM000022,KIMS-Vijayawada Mul,H019,Y
DCSYNPCOM000021,KIMS-Vijayawada Multispecial,H019,Y
DCSYNPCOM000020,KIMS-Vijayawada Multispeciality,H019,Y
DCSYNPCOM000019,KIMS-Vijayawada Multispeciality Hospital,H019,Y
DCSYNPCOM000079,KIMS Hospitals,,Y
DCSYNPCOM000725,Kingston Hospitals,,Y
DCSYNPCOM000955,Kingsway Hospitals,,Y
DCSYNPCOM001630,Kishore Dental Clinic,,Y
DCSYNPCOM000653,Knee Replacement Center,,Y
DCSYNPCOM000326,Koshys Hospital,,Y
DCSYNPCOM001709,Kothari's Multispeciality Dental Clinic and Implan,,Y
DCSYNPCOM001060,Krasa Skin and Hair Clinic,,Y
DCSYNPCOM000961,KRIMS Hospitals,,Y
DCSYNPCOM001962,Krisara Skin Clinic,,Y
DCSYNPCOM000409,Kukreja Healthcare Clinic,,Y
DCSYNPCOM000486,Kulkarni Clinic,,Y
DCSYNPCOM000243,Kumaran Hospital,,Y
DCSYNPCOM000786,Kumud Heart Hospital And Medical Nursing Home,,Y
DCSYNPCOM001095,La Fameux Derma Skin And Hair Clinic,,Y
DCSYNPCOM001289,La Shine Skin And Hair Clinic,,Y
DCSYNPCOM001638,Lalitha Smile Clinic,,Y
DCSYNPCOM001270,Lashine Skin And Hair Clinic,,Y
DCSYNPCOM000626,Lekha Clinic,,Y
DCSYNPCOM000675,Life Care hospital,,Y
DCSYNPCOM001240,Life Care Skin Clinic,,Y
DCSYNPCOM000685,Life Modification Center,,Y
DCSYNPCOM001271,Lifecare Medical Centre,,Y
DCSYNPCOM000781,Lifepoint Multispeciality Hospital,,Y
DCSYNPCOM000494,Lifetree Hospital,,Y
DCSYNPCOM001000,"Linaé Skin, Hair and Aesthetic Clinic",,Y
DCSYNPCOM001925,Livwell Clinic,,Y
DCSYNPCOM001602,Lokmanya Hospitals,,Y
DCSYNPCOM000610,Lotus Hospital For Women and Children,,Y
DCSYNPCOM000471,Lotus Multispeciality Hospital,,Y
DCSYNPCOM001929,Lucknow in the year 2002 and 2006 respectively. He,,Y
DCSYNPCOM001990,Lumina Dental and Esthetic Clinic,,Y
DCSYNPCOM001085,Lush Skin and Hair Clinic,,Y
DCSYNPCOM001967,Luvayaa Skin Clinic,,Y
DCSYNPCOM001923,M Dental Implant Clinic,,Y
DCSYNPCOM001398,"M.S Dental, Speech, Hearing & Vertigo Clinic",,Y
DCSYNPCOM000250,Madras Medical Mission,,Y
DCSYNPCOM000536,Maharshi Urology and Super speciality hospital,,Y
DCSYNPCOM000977,Mahaveer Heart Clinic,,Y
DCSYNPCOM001312,Mahavir's Drishti Kayakalp Eye and Skin Super Spec,,Y
DCSYNPCOM001203,Maheshwari Skin and Hair Care Clinic,,Y
DCSYNPCOM000072,Malla Reddy Narayana Multispeciality Hospital,,Y
DCSYNPCOM000697,Mallika Hospital,,Y
DCSYNPCOM001723,Malviya Dental Clinic,,Y
DCSYNPCOM000158,Manipal Hospital,,Y
DCSYNPCOM000453,Manipal Hospital Broadway (AMRI Hospitals),,Y
DCSYNPCOM000495,"Manipal Hospital, Kharadi - Pune",,Y
DCSYNPCOM000129,Manipal Hospitals,,Y
DCSYNPCOM000450,Manipal Hospitals (AMRI Hospitals),,Y
DCSYNPCOM000528,Mansarovar Hospital,,Y
DCSYNPCOM000816,Marengo CIMS Hospital,,Y
DCSYNPCOM000330,Marigold Hospital,,Y
DCSYNPCOM000323,Marvel Multispeciality Hospital,,Y
DCSYNPCOM000732,Mata Roop Rani Maggo Hospital and IVF Centre,,Y
DCSYNPCOM000106,Mathan's Medical Centre,,Y
DCSYNPCOM000385,Mauli Aarogyam Multi Speciality Hospital,,Y
DCSYNPCOM001249,Mavilla Skin & V.D. Clinic,,Y
DCSYNPCOM000548,Max Super Speciality Hospital,,Y
DCSYNPCOM000741,Max Super Speciality Hospital - Saket East Wing,,Y
DCSYNPCOM001872,Max Super Speciality Hospital - Saket West Wing,,Y
DCSYNPCOM000937,MBBS - Stanley Medical College & Hospital,,Y
DCSYNPCOM000649,MCV ENT Trust Hospital,,Y
DCSYNPCOM001701,MDS - Oral & Maxillofacial Surgery - Government De,,Y
DCSYNPCOM002012,MDS - Paedodontics And Preventive Dentistry - Care,,Y
DCSYNPCOM000976,Medanta Hospital,,Y
DCSYNPCOM000147,Medax Hospitals Gottigere LLP,,Y
DCSYNPCOM000646,Medgreen Medical Centre,,Y
DCSYNPCOM000078,Medicity Hospitals,,Y
DCSYNPCOM000300,Medicover Hospital,,Y
DCSYNPCOM000060,Medicover Hospitals,,Y
DCSYNPCOM000044,Medicover Hospitals - Bangalore,,Y
DCSYNPCOM000030,Medicover Hospitals - Hitech City,,Y
DCSYNPCOM000605,Medicover Hospitals - Visakhapatnam,,Y
DCSYNPCOM001758,Medicover Hospitals..,,Y
DCSYNPCOM000313,Medicover Woman Child Hospitals - Hitech City,,Y
DCSYNPCOM001317,Mediglo Clinic,,Y
DCSYNPCOM000402,Medioria Clinic,,Y
DCSYNPCOM001055,MediSkin Skin and Hair Clinic,,Y
DCSYNPCOM000136,Medlife Hospital,,Y
DCSYNPCOM000077,Medone Hospitals,,Y
DCSYNPCOM001106,MedRootz Clinics,,Y
DCSYNPCOM000113,Medwin Hospital,,Y
DCSYNPCOM001999,Meera Dental Hospital,,Y
DCSYNPCOM001703,Mehta Dental Clinic,,Y
DCSYNPCOM000038,Meridian Hospital,,Y
DCSYNPCOM000499,Metalia Hospital And ICCU,,Y
DCSYNPCOM000727,Metro Hospital and Cancer Institute,,Y
DCSYNPCOM000519,Metro MAS Hospital,,Y
DCSYNPCOM000413,MGS Super Speciality Hospital,,Y
DCSYNPCOM000888,MH Clinic,,Y
DCSYNPCOM000950,Midas Multispeciality Hospital,,Y
DCSYNPCOM001423,Millennium Smile Dental Clinic,,Y
DCSYNPCOM001200,"Mittal Skin, Hair, Laser & Cosmetic Clinic",,Y
DCSYNPCOM000278,MohanDental Clinic,,Y
DCSYNPCOM000272,Monaris Hair and Skin Clinic,,Y
DCSYNPCOM000596,Mounika Clinic,,Y
DCSYNPCOM000423,Muni Maya Ram Jain Hospital,,Y
DCSYNPCOM000503,Musk Clinic,,Y
DCSYNPCOM001452,"Muthu Skin, Hair & Laser Clinic",,Y
DCSYNPCOM001481,N G Medicare & Calcutta Hope Infertility Clinic,,Y
DCSYNPCOM000601,Nagarjuna Clinic,,Y
DCSYNPCOM000934,Nalavind Medical Centre,,Y
DCSYNPCOM000408,Nanavati Max Super Speciality Hospital,,Y
DCSYNPCOM000651,Nandakumar Clinic,,Y
DCSYNPCOM000327,Nano Hospitals,,Y
DCSYNPCOM000856,Narayana Multispeciality Hospital,,Y
DCSYNPCOM000353,Narayanaa Hospital,,Y
DCSYNPCOM000971,Navkar Clinic,,Y
DCSYNPCOM001250,Near Pure Ortho Hospital,,Y
DCSYNPCOM001238,Neelakanta skin and hair clinic,,Y
DCSYNPCOM000552,Neera Hospital,,Y
DCSYNPCOM000550,NEO Clinics,,Y
DCSYNPCOM001568,Neo Plant Advance Hair And Skin Clinic,,Y
DCSYNPCOM001856,Neuro Clinic Plus,,Y
DCSYNPCOM000036,Neuro Life Hospital,,Y
DCSYNPCOM001915,Neurology Clinic,,Y
DCSYNPCOM001049,Nila Skin Care Clinic,,Y
DCSYNPCOM001585,Nirmal Dental Clinic,,Y
DCSYNPCOM001236,Nirmala Devi Skin And Cosmotology Clinic,,Y
DCSYNPCOM001180,Nirvi Skin Clinic,,Y
DCSYNPCOM000639,Nishanth Clinic,,Y
DCSYNPCOM000792,Noble Hospital,,Y
DCSYNPCOM001732,Novel Dental N Implant Clinic,,Y
DCSYNPCOM001566,Novo Grace Skin Clinic,,Y
DCSYNPCOM001706,Novocare Dental & Facial Aesthetics Clinic,,Y
DCSYNPCOM000491,NRS Hospital,,Y
DCSYNPCOM001068,NuDerma Skin Hair Laser Clinic,,Y
DCSYNPCOM001225,"NYRA Dermatology, Aesthetic and Hair Transplant Cl",,Y
DCSYNPCOM001262,OIiva Skin and Hair Clinic,,Y
DCSYNPCOM001004,Oliva Skin & Hair Clinic,,Y
DCSYNPCOM001572,Oliva Skin and Hair Clinic,,Y
DCSYNPCOM001050,Oliva Skin And Hair Clinic,,Y
DCSYNPCOM000911,Olive Health Center,,Y
DCSYNPCOM000074,OMNI Hospitals,,Y
DCSYNPCOM000917,"OMNI Hospitals, Visakhapatnam",,Y
DCSYNPCOM000511,Orchids ICU & Hospital,,Y
DCSYNPCOM000426,ORL International Hospital,,Y
DCSYNPCOM001743,OrthDentSpa Dental Clinic,,Y
DCSYNPCOM001558,Ortho D Hospital,,Y
DCSYNPCOM001576,Ortho Trendz Clinic,,Y
DCSYNPCOM001752,Orthosquare Dental Clinic,,Y
DCSYNPCOM001239,P B G Tilak Clinic,,Y
DCSYNPCOM000480,Panacea Medical Centre,,Y
DCSYNPCOM001968,Parashar Skin Clinic,,Y
DCSYNPCOM001221,Parijat Ever Youth & Glorious Skin Clinic And Cosm,,Y
DCSYNPCOM000424,Park Hospital,,Y
DCSYNPCOM000983,Parmanand Hospital,,Y
DCSYNPCOM000901,Pavan Cardiac Clinic,,Y
DCSYNPCOM001302,Pearl Hospital,,Y
DCSYNPCOM001163,Pearl Skin And Hair Clinic,,Y
DCSYNPCOM000939,People's Hospital,,Y
DCSYNPCOM001986,Perio 32 Clinic,,Y
DCSYNPCOM001176,Persona - The Skin Hair & Laser Clinic,,Y
DCSYNPCOM001524,Phadke's Dental Clinic,,Y
DCSYNPCOM001252,"Pink Lotus Skin, Cosmetic and Laser Clinic",,Y
DCSYNPCOM001170,"Pink Skin, Hair & Cosmetic Clinic",,Y
DCSYNPCOM000380,Platinum Hospital,,Y
DCSYNPCOM001400,Pooja Dental Clinic,,Y
DCSYNPCOM000629,Poornima Clinic,,Y
DCSYNPCOM000547,Porwal Clinic,,Y
DCSYNPCOM001022,"Prabha Venkatesh Orthopedic, Skin & Hair Clinic",,Y
DCSYNPCOM001288,Prabhu Polyclinic,,Y
DCSYNPCOM000319,Pragma Hospitals,,Y
DCSYNPCOM000889,Prakash Clinic,,Y
DCSYNPCOM000100,Pranadhara Super Speciality Hospital,,Y
DCSYNPCOM001254,Prasanthi Hospital,,Y
DCSYNPCOM000205,Prashant Heart Clinic,,Y
DCSYNPCOM000576,Prashanthi Hospitals,,Y
DCSYNPCOM001306,Prathamesh Skin Clinic,,Y
DCSYNPCOM000085,Prathima Hospitals,,Y
DCSYNPCOM000560,Pratima Smriti Clinic,,Y
DCSYNPCOM001946,Prem Clinic,,Y
DCSYNPCOM000084,Premier Hospital,,Y
DCSYNPCOM001581,Pristine Dental and Facial Aesthetic Clinic,,Y
DCSYNPCOM000567,Priti Clinic,,Y
DCSYNPCOM001082,Privé Skin and Wellness Clinic,,Y
DCSYNPCOM000879,Pulse Heart Clinic,,Y
DCSYNPCOM000481,Pune Health Clinic,,Y
DCSYNPCOM001129,PURE SKIN-Skin Hair Laser Clinic,,Y
DCSYNPCOM000529,Purple Heron Hospital,,Y
DCSYNPCOM001606,Pushpa Dental Speciality Center,,Y
DCSYNPCOM000638,Pushpam Suresh Clinic,,Y
DCSYNPCOM000936,R R Clinic,,Y
DCSYNPCOM001297,Radiance Skin Antiaging and Hair Transplant Clinic,,Y
DCSYNPCOM001190,Radiant Skin & ENT Clinic,,Y
DCSYNPCOM000578,Radiiance Advanced Hair Transplant Center,,Y
DCSYNPCOM001387,Raj Implant And Orthodontic Center,,Y
DCSYNPCOM000641,Rajeshwari Hospital,,Y
DCSYNPCOM001733,Rajeshwari Multispeciality Dental Clinic,,Y
DCSYNPCOM000880,Rajiv Clinic,,Y
DCSYNPCOM001947,Rama Skin Clinic,,Y
DCSYNPCOM000581,Ramesh Hospital,,Y
DCSYNPCOM001386,Rayen Dental Care Center,,Y
DCSYNPCOM001975,Re'Verve Aesthetics Skin Clinic,,Y
DCSYNPCOM001109,Re-Incarnation The Complete Skin Care Clinic,,Y
DCSYNPCOM001589,Realign Dental Clinic,,Y
DCSYNPCOM001620,Realtooth Dental Clinic,,Y
DCSYNPCOM001319,Reehairskin Clinic,,Y
DCSYNPCOM001029,Regenique Multispecialty Center,,Y
DCSYNPCOM001381,Regrow Clinic,,Y
DCSYNPCOM000318,Renova - NIGL Hospitals,,Y
DCSYNPCOM000102,Renova Hospital,,Y
DCSYNPCOM001766,Renova Neelima Hospitals (formerly Neelima Hospita,,Y
DCSYNPCOM001196,Renova Skin & Laser Clinic,,Y
DCSYNPCOM001165,Renove Skin and Hair Clinic,,Y
DCSYNPCOM001241,Resident Doctor at Sri Ramachandra Medical Centre,,Y
DCSYNPCOM001294,Revola Skin and Hair Clinic,,Y
DCSYNPCOM001255,Rioskin Dermatology and Aesthetics Clinic,,Y
DCSYNPCOM001469,Ritesh Dental Clinic,,Y
DCSYNPCOM000734,RLKC Hospital & Metro Heart Institute,,Y
DCSYNPCOM000361,RPS Hospitals,,Y
DCSYNPCOM000473,Ruby Hall Clinic,,Y
DCSYNPCOM000712,S.L. Raheja Hospital – A Fortis Associate,,Y
DCSYNPCOM000588,S.N.P Clinic,,Y
DCSYNPCOM000996,Saanvi's Laser Skin and Hair Clinic,,Y
DCSYNPCOM000642,Sadasivam Clinic,,Y
DCSYNPCOM000829,Sagar Hospital,,Y
DCSYNPCOM000800,Sahyadri Hospital,,Y
DCSYNPCOM001907,Sahyadri Super Speciality Hospital Hadapsar,,Y
DCSYNPCOM001845,Sai Hospital Angel Care For Woman,,Y
DCSYNPCOM000598,Sai Madhavi Hospital,,Y
DCSYNPCOM000121,Sai Thunga Hospitals,,Y
DCSYNPCOM000153,Sakra IKOC Multispeciality Hospital,,Y
DCSYNPCOM000445,Samaritan Clinic Private Limited,,Y
DCSYNPCOM001668,Sandhya Dental Clinic,,Y
DCSYNPCOM000497,Sangini Hospital,,Y
DCSYNPCOM001702,Sanjeev Dental And Implant Clinic,,Y
DCSYNPCOM000737,Sanjeevani Hospital,,Y
DCSYNPCOM001477,Santosh Dental Clinic,,Y
DCSYNPCOM001315,Saoji Hospital,,Y
DCSYNPCOM000167,Sapphire Heart Care Clinic,,Y
DCSYNPCOM000055,Sapphire Skin and Aesthetics Clinic,,Y
DCSYNPCOM001390,Sarath Dental Clinic,,Y
DCSYNPCOM001231,Sasha Luxe Clinic,,Y
DCSYNPCOM000316,Sathya Kidney Centre and Superspeciality Hospitals,,Y
DCSYNPCOM000672,Sawarkar Multispeciality Hospital,,Y
DCSYNPCOM000411,SCI International Hospital,,Y
DCSYNPCOM001404,Seasons Hospital,,Y
DCSYNPCOM001284,Sekure Skin Clinic,,Y
DCSYNPCOM000847,SG Hospital,,Y
DCSYNPCOM001213,Shafia Skin And Hair Clinic,,Y
DCSYNPCOM000987,Shalby Hospital,,Y
DCSYNPCOM000826,Shalby Hospitals,,Y
DCSYNPCOM000858,Shalby Mulitspeciality Hospital​,,Y
DCSYNPCOM001179,"Shantam Skin, Hair And Laser Clinic",,Y
DCSYNPCOM001599,Sharda Dental Hospital & Aesthetic Centre,,Y
DCSYNPCOM000246,Sheelaa Clinic,,Y
DCSYNPCOM000650,Shekhar Hospital,,Y
DCSYNPCOM001584,"Shekhawati Dental, Face & Hair Clinic",,Y
DCSYNPCOM002008,Shenoy Hospitals,,Y
DCSYNPCOM001551,Sheth Dental Clinic And Implant Center,,Y
DCSYNPCOM000407,Shetty's Care Clinic,,Y
DCSYNPCOM001011,Shirisha Skin & Hair Clinic,,Y
DCSYNPCOM000570,Shiv Hospital,,Y
DCSYNPCOM001730,Shivaay Dental Clinic,,Y
